market_ids,clustering_ids,car_ids,firm_ids,region,shares,prices,hpwt,air,mpd,mpg,space,trend,demand_instruments0,demand_instruments1,demand_instruments2,demand_instruments3,demand_instruments4,demand_instruments5,demand_instruments6,demand_instruments7,supply_instruments0,supply_instruments1,supply_instruments2,supply_instruments3,supply_instruments4,supply_instruments5,supply_instruments6,supply_instruments7,supply_instruments8,supply_instruments9,supply_instruments10,supply_instruments11
1971,AMGREM71,129,15,US,0.001051292819,4.935802469136,0.528996865204,0,1.8881456043959999,1.697,1.1502,0,4.0,1.8409668349879997,0.0,6.844945054945001,87.0,44.555539077131,0.0,167.325082417589,4.0,-3.1097175369467323,0.0,1.7059333645946286,1.5956559079857386,87.0,-61.95998472561756,0.0,46.060389181327366,29.786988981545793,0.0,1.8881456043959999
1971,AMHORN71,130,15,US,0.000670076189,5.516049382716,0.494324423288,0,1.935989010989,1.74,1.278,0,4.0,1.8756392769039998,0.0,6.797101648352,87.0,44.555539077131,0.0,167.325082417589,4.0,-3.0419270599369073,0.0,1.6809102376202802,1.490295392327912,87.0,-61.95998472561756,0.0,46.060389181327366,29.786988981545793,0.0,1.935989010989
1971,AMJAVL71,132,15,US,0.000340527326,7.108641975309,0.467613439557,0,1.7167994505489999,1.543,1.4592,0,4.0,1.9023502606349998,0.0,7.016291208792,87.0,44.55553907713101,0.0,167.325082417589,4.0,-2.9863770017488114,0.0,1.8010667774656943,1.3577034079453254,87.0,-61.95998472561755,0.0,46.060389181327366,29.786988981545793,0.0,1.7167994505489999
1971,AMMATA71,134,15,US,0.000522241886,6.83950617284,0.42654028435999997,0,1.687870879121,1.517,1.6068,0,4.0,1.9434234158319998,0.0,7.04521978022,87.0,44.555539077131,0.0,167.325082417589,4.0,-2.8944418468322413,0.0,1.818060650480323,1.2613471247802652,87.0,-61.95998472561755,0.0,46.060389181327366,29.786988981545793,0.0,1.687870879121
1971,AMAMBS71,136,15,US,0.00044242306100000003,8.928395061727999,0.452488687783,0,1.5042857142860002,1.352,1.6458,0,4.0,1.9174750124089996,0.0,7.228804945055,87.0,44.555539077131,0.0,167.325082417589,4.0,-2.9534977944492553,0.0,1.9332103732259456,1.2373651600937798,87.0,-61.95998472561755,0.0,46.060389181327366,29.786988981545793,0.0,1.5042857142860002
1971,BKSKYL71,138,19,US,0.0027560591519999998,7.1530864197529995,0.450870646766,0,1.7268131868130001,1.552,1.6224,0,28.0,16.964809142494,0.0,49.32098901099099,63.0,29.509822988063004,0.0,125.01037087912601,28.0,-14.862461428671036,0.0,12.637643451543214,13.77707360903962,63.0,-50.0474388120404,0.0,35.21799665886984,17.261600586374698,0.0,1.7268131868130001
1971,BKLSAB71,141,19,US,0.002650593917,9.856790123457,0.5640019617459999,0,1.727925824176,1.553,1.768,0,28.0,16.851677827514,0.0,49.31987637362799,63.0,29.509822988063004,0.0,125.010370879126,28.0,-15.08633867433857,0.0,12.636999329137693,13.691131179238896,63.0,-50.04743881204039,0.0,35.217996658869836,17.261600586374698,0.0,1.727925824176
1971,BKCNTU71,143,19,US,0.000487341772,11.269135802469,0.731367541212,0,2.194120879121,1.972,1.768,0,28.0,16.684312248048002,0.0,48.85368131868299,63.0,29.509822988063,0.0,125.01037087912601,28.0,-15.346197070321244,0.0,12.398139617123798,13.691131179238896,63.0,-50.04743881204039,0.0,35.21799665886984,17.261600586374698,0.0,2.194120879121
1971,BKELCT71,144,19,US,0.002415126882,12.135802469136,0.719013923762,0,2.056153846154,1.848,1.816,0,28.0,16.696665865498,0.0,48.99164835164999,63.0,29.509822988063004,0.0,125.01037087912601,28.0,-15.329161667561849,0.0,12.463083900084749,13.664343863275246,63.0,-50.0474388120404,0.0,35.21799665886984,17.2616005863747,0.0,2.056153846154
1971,BKRIVE71,145,19,US,0.0005513978040000001,12.970370370369999,0.728323699422,0,1.978269230769,1.778,1.744,0,28.0,16.687356089838,0.0,49.06953296703499,63.0,29.509822988063004,0.0,125.010370879126,28.0,-15.342026536009396,0.0,12.501698736212528,13.704798817967559,63.0,-50.0474388120404,0.0,35.217996658869836,17.261600586374705,0.0,1.978269230769
