market_ids,weights,nodes0,nodes1,nodes2,nodes3,nodes4,income
1971,0.005,0.5488135039273248,0.45775969986338594,0.5646904031604869,0.3955373771022632,0.3921729613508653,9.728477783335093
1971,0.005,0.7151893663724195,0.37691770173244865,0.8397460495181505,0.8440174901091267,0.04115658616429163,7.908957307088385
1971,0.005,0.6027633760716439,0.7023351294557564,0.37688365480133446,0.15044175049306974,0.9233005685513088,11.079404211415383
1971,0.005,0.5448831829968969,0.20732410502995158,0.49967599625985926,0.30630939888492037,0.4062349745714864,17.64167103491977
1971,0.005,0.4236547993389047,0.07427953947672472,0.08130241162434704,0.09457023284285582,0.9442821831399316,12.423995378781685
1971,0.005,0.6458941130666561,0.3660266251190525,0.3241552033329199,0.35147751472783617,0.7227244896803341,22.774226474646277
1971,0.005,0.4375872112626925,0.34063534472196755,0.9156513062006972,0.00979924536792487,0.9183199522385971,37.34003550482939
1971,0.005,0.8917730007820798,0.1205241030781643,0.8534523716298063,0.4919335923105512,0.8232675386765654,25.656145560712215
1971,0.005,0.9636627605010293,0.8545622958463828,0.594156501367661,0.9775354585797634,0.646896701857699,10.226715449442803
1971,0.005,0.3834415188257777,0.6681477881082082,0.9053655477983551,0.951673204535411,0.06793902002339891,11.876470364776932
1971,0.005,0.7917250380826646,0.025791163489568558,0.42692771520585715,0.46906001287785304,0.8388157720591105,9.592545848904026
1971,0.005,0.5288949197529045,0.5401595571077851,0.9376107172016239,0.7100229054797983,0.692822400555904,10.99751963132708
1971,0.005,0.5680445610939323,0.1538031869501718,0.9458708006923029,0.41427963881204755,0.957991514481232,27.02613430633111
1971,0.005,0.925596638292661,0.5112201367466628,0.5699678314641291,0.7262158609655879,0.1422224681305091,34.584644743524656
1971,0.005,0.07103605819788694,0.7712525593729496,0.050203186325068705,0.10933824325462427,0.08777353784047381,26.69552600673048
1971,0.005,0.08712929970154071,0.41305361606506075,0.8846619378615642,0.2074130754419783,0.5188799807260981,23.32175618404253
1971,0.005,0.02021839744032572,0.5968648886858996,0.9113883286594711,0.15997532142058135,0.35993237402946787,39.45793122353952
1971,0.005,0.832619845547938,0.546438929059197,0.9430536033750413,0.4528677346573705,0.9602736823409878,15.813704638405753
1971,0.005,0.7781567509498505,0.577605859758019,0.4720196754114184,0.8395518106011944,0.703772217967251,38.29028625446419
1971,0.005,0.8700121482468192,0.47811713451065774,0.2912931767205521,0.023764205952006567,0.445994070079866,36.91760342567686
1971,0.005,0.978618342232764,0.1670319648584453,0.08751297476666065,0.7973611714827469,0.1922087476199562,13.502551896487473
1971,0.005,0.7991585642167236,0.24161426951295872,0.8793348236982826,0.15092913889841553,0.44288141007731185,10.657897115693123
1971,0.005,0.46147936225293185,0.8940493466169496,0.7230202753945644,0.8607366671211092,0.4662864167784724,8.935434060528529
1971,0.005,0.7805291762864555,0.7382064873596962,0.8018056176960744,0.8043215691066721,0.009142555666212138,40.91202168242891
1971,0.005,0.11827442586893322,0.9828658385565364,0.7690663338545309,0.9977779764873626,0.2572154105700256,18.63350228501632
1971,0.005,0.6399210213275238,0.0541300762443897,0.8173654600125836,0.6559401606411872,0.24537169675974813,11.250918096514932
1971,0.005,0.1433532874090464,0.3165721045203135,0.11098966587297632,0.18931160887373355,0.3810214358763936,20.60081012239051
1971,0.005,0.9446689170495839,0.9592876905305316,0.3382780848820647,0.35906097716224994,0.4240383256565562,16.09178339565836
1971,0.005,0.5218483217500717,0.4393788109066712,0.8141704495913136,0.37858094569690626,0.26753055649547375,28.327056286711194
1971,0.005,0.4146619399905236,0.6043374463328397,0.73427611200571,0.5236694730972394,0.11264624660421141,9.608785214090235
1971,0.005,0.26455561210462697,0.5697414392632383,0.7667563579854878,0.5018525420584673,0.13867957361771976,35.115208154124545
1971,0.005,0.7742336894342167,0.14068940320214574,0.7596107191910934,0.8327103922576113,0.688202164324545,29.09681778622211
1971,0.005,0.45615033221654855,0.7311042985282442,0.0669200347356651,0.42281848202420036,0.9558897259007889,26.785006267962146
1971,0.005,0.5684339488686485,0.05831259847690784,0.8260735735832512,0.8987413209614056,0.3448543626328352,36.29226221109731
1971,0.005,0.018789800436355142,0.537962891491907,0.08591264894819517,0.7406571276498389,0.14278639119063463,12.942675896213972
1971,0.005,0.6176354970758771,0.5526377842181323,0.8224053397443803,0.3326837270011125,0.26005780252049004,25.94322758010652
1971,0.005,0.6120957227224214,0.20184845040245625,0.3170882864162625,0.5049672377294272,0.15217505253436348,8.260841485166894
1971,0.005,0.6169339968747569,0.7504242255351292,0.21212411369450213,0.9565498695511472,0.1947396563240673,13.83921872300773
1971,0.005,0.9437480785146242,0.8961768162502534,0.19590593045527194,0.766706983915463,0.6621605117285676,18.910199002567477
1971,0.005,0.6818202991034834,0.9790679995575177,0.0772263544147439,0.4007835747617655,0.38492732552269515,37.123255056927334
1971,0.005,0.359507900573786,0.026816936139631098,0.4982630073145673,0.4093630677343716,0.25045428598718456,28.67744559918292
1971,0.005,0.43703195379934145,0.3097249068149077,0.784602430522683,0.7331987850766489,0.5811579118409069,9.027732825711922
1971,0.005,0.6976311959272649,0.9248238134265128,0.6504411755201984,0.27380477044336293,0.8978239471394469,28.00109258575384
1971,0.005,0.06022547162926983,0.05050540703018791,0.9920434740415676,0.13916122480801696,0.02442901389522001,9.293051479732982
1971,0.005,0.6667667154456677,0.27202519358396193,0.7710267516662118,0.4469947986632312,0.5967187739200662,30.54417944629404
1971,0.005,0.6706378696181594,0.533388554333809,0.7282893457056446,0.17997632331927838,0.671995992214742,30.23461316981104
1971,0.005,0.2103825610738409,0.7401971393745764,0.41132117932623113,0.28365322323803954,0.4331690739894871,36.0744925626419
1971,0.005,0.1289262976548533,0.22805642055749087,0.12080915563068362,0.5236589402431985,0.92035174765787,41.59092473182105
1971,0.005,0.31542835092418386,0.3003441878136395,0.3797583065495185,0.7808858623639918,0.17018717826953034,8.283774499225284
1971,0.005,0.3637107709426226,0.19453842922889464,0.8596499627062903,0.2858658807436235,0.011585810285985265,7.780365458896258
1971,0.005,0.5701967704178796,0.44306205432869494,0.3358467023138043,0.3543382128343683,0.8402934859680952,23.944138790318956
1971,0.005,0.43860151346232035,0.5043460496663599,0.12251640228727967,0.5061337194734732,0.39577765035911383,9.289544309605382
1971,0.005,0.9883738380592262,0.8992269707006961,0.5313550078372126,0.8898268411460155,0.8298990592227617,27.61407664588529
1971,0.005,0.10204481074802807,0.7707543804378596,0.6074475579025003,0.5905857840020516,0.995370351139531,11.128407220929727
1971,0.005,0.2088767560948347,0.7153450506039616,0.11831354947073924,0.7035062397657476,0.11508673164926564,7.813391966203683
1971,0.005,0.16130951788499626,0.5726697581573001,0.7663105859832143,0.7327486251432258,0.8325457989346524,8.161619255629027
1971,0.005,0.6531083254653984,0.3285802025685609,0.5079029043805741,0.19830734503070735,0.7605126752663833,15.440704794148786
1971,0.005,0.2532916025397821,0.07007694030832023,0.5871376712685767,0.20184996328575977,0.7765548250462229,33.57682046790888
1971,0.005,0.4663107728563063,0.2588076050071827,0.03840272112106369,0.061088397679415096,0.43950217777171097,41.174096561609936
1971,0.005,0.24442559200160274,0.1946872590241575,0.21579014842248723,0.7676539796218163,0.6091073122833871,27.255984755381583
1971,0.005,0.15896958364551972,0.22789727877967048,0.4404688517663523,0.8626248370984203,0.2476420360387218,8.673686552064407
1971,0.005,0.11037514116430513,0.22677488117967992,0.10408862858587398,0.34017476224088583,0.031650231466219036,41.136224592619136
1971,0.005,0.6563295894652734,0.43054668154594455,0.7298786779563365,0.3133416203199315,0.7277729647296497,8.47155221890312
1971,0.005,0.1381829513486138,0.3807148796679184,0.21677808741872695,0.2125272674123888,0.13883303980344786,10.408667884308128
1971,0.005,0.1965823616800535,0.33704676264489986,0.3612797777577671,0.20141924899158947,0.29963953070117744,29.323140768461947
1971,0.005,0.3687251706609641,0.881237571488412,0.03339441187377146,0.8483146295444854,0.0535227689541361,10.896420217385346
1971,0.005,0.8209932298479351,0.2027374145751648,0.2531015323052722,0.5572909557924777,0.5657529108913387,16.05264182047481
1971,0.005,0.09710127579306127,0.16365367219373272,0.8490541600987215,0.23608254721360644,0.8572352566232345,15.738353007904688
1971,0.005,0.8379449074988039,0.07600289463660703,0.5335168440091274,0.7971327359016565,0.07286297069599224,11.215128528766023
1971,0.005,0.09609840789396307,0.9248601554759083,0.7321300728357139,0.9074154691647834,0.3921323085194238,24.59841608766469
1971,0.005,0.9764594650133958,0.19434630454148905,0.20758765357731224,0.3124883459973269,0.832559671921339,10.24189601978239
1971,0.005,0.4686512016477016,0.5722679850530409,0.19617801879767494,0.7693411060640101,0.774653297521747,18.37171297558521
1971,0.005,0.9767610881903371,0.37371781933671333,0.5838266839648564,0.9120810186897256,0.21369223045345342,28.968401684036
1971,0.005,0.604845519745046,0.5552997507340152,0.19200178945783364,0.8211778048919358,0.25100937256922384,16.20676191196444
1971,0.005,0.7392635793983017,0.6425663387203792,0.19772297659509497,0.08028142149539652,0.6314980160800936,36.259554056737
1971,0.005,0.039187792254320675,0.8400770297768483,0.09922083474821775,0.25909064057593,0.23913282688867743,20.334914247735004
1971,0.005,0.2828069625764096,0.5072630329555733,0.759558891807464,0.9142850388527948,0.3431362055188497,9.355973971646494
1971,0.005,0.1201965612131689,0.32724071153938583,0.088180677737423,0.12047663582386825,0.7809854577461722,30.613508150321135
1971,0.005,0.29614019752214493,0.18107992370685477,0.8889768774649768,0.9130629091602199,0.6166390400613725,32.74451348105358
1971,0.005,0.11872771895424405,0.606817021438821,0.8705535407397618,0.5156739030415426,0.10672227431248027,21.767143981149058
1971,0.005,0.317983179393976,0.1320043883479326,0.16126186369678863,0.891458507158017,0.3850975124562056,28.761134846137708
1971,0.005,0.41426299451466997,0.8558071523066291,0.9673941403563582,0.1866538806485254,0.19796269100710862,26.863041583754082
1971,0.005,0.06414749634878436,0.027789487979944516,0.34092777019589837,0.8959587620412484,0.5454705714218441,17.75940816587464
1971,0.005,0.6924721193700198,0.8452998423285716,0.8889968633428169,0.009660457597822192,0.9488829788509364,19.651306475452536
1971,0.005,0.5666014542065752,0.2192466218671657,0.07227453339988943,0.11394520328991375,0.49906673301959403,14.630784558890197
1971,0.005,0.2653894909394454,0.48785784403596755,0.14377107202164963,0.7332070458071527,0.8348180618866331,24.67035682307859
1971,0.005,0.5232480534666997,0.730520702872745,0.4413958707066089,0.9452379400406636,0.679412292089227,11.619344140869558
1971,0.005,0.09394051075844168,0.7841668388952904,0.04767202665257009,0.21696547815446043,0.4608838174437775,18.78608169387283
1971,0.005,0.5759464955561793,0.40177978929262703,0.2695136551154488,0.758705257263812,0.9142039705297894,16.682164284083775
1971,0.005,0.9292961975762141,0.49945475886570123,0.5988365155628974,0.16132913307909402,0.9727975892882684,9.205721527643682
1971,0.005,0.31856895245132366,0.02957265812830301,0.13162891996552806,0.35865552881742824,0.9469048998513071,18.14931218672577
1971,0.005,0.6674103799636817,0.3440260592129478,0.12446804237521802,0.3073669555496248,0.8785187239484319,13.9712813540307
1971,0.005,0.13179786240439217,0.2615788478540556,0.4011865799120755,0.8729287720464347,0.7404802340553739,13.36958312004795
1971,0.005,0.7163272041185655,0.39006907411033287,0.10312033743059446,0.7783571636364226,0.9170962599056661,8.814494054529716
1971,0.005,0.2894060929472011,0.3008933703196306,0.6528411296965876,0.39987630099131677,0.19398534844390958,32.935864475459205
1971,0.005,0.18319136200711683,0.15973980365010065,0.7904256105147234,0.08736641498549369,0.8721046550645198,26.177258128870616
1971,0.005,0.5865129348100832,0.9417303183978337,0.473839177725075,0.9836826057569872,0.50067142074156,19.654340290442043
1971,0.005,0.020107546187493552,0.4292788343518219,0.06530432758790317,0.9176791789517638,0.14532720277214817,31.209217521142854
1971,0.005,0.8289400292173631,0.6378027120433184,0.612307191562572,0.37005122998628726,0.4932496754649146,18.53679589396044
1971,0.005,0.004695476192547066,0.926761136197114,0.23983447392208612,0.6324423497429255,0.038819148480200405,12.002428494658782
1971,0.005,0.6778165367962301,0.5724738148502333,0.3800347837906247,0.12567925544214642,0.9063469935732003,27.233737559586086
1971,0.005,0.27000797319216485,0.1269991650499218,0.1927795958451628,0.5027135900057903,0.2586233288184855,14.463536369113989
1971,0.005,0.7351940221225949,0.7885813568575684,0.6404768667600277,0.33049131472273363,0.26697948276595007,36.686992833844975
1971,0.005,0.9621885451174382,0.774664071973963,0.8189259644234187,0.675177112376878,0.4437190391803598,13.091382521351703
1971,0.005,0.24875314351995803,0.40460974049830967,0.858543053591017,0.34772091728344534,0.18914986930361033,12.004901741529471
