market_ids,city_ids,quarter,weights,nodes0,nodes1,nodes2,nodes3,income,income_squared,age,child
C01Q1,1,1,0.05,0.43410055292935246,-1.500837806913507,-1.1510786107361812,0.16101681219118685,0.49512349374332487,8.331304180548628,-0.23010900912977128,-0.23085106382978723
C01Q1,1,1,0.05,-0.7266490685215965,0.13318174193035787,-0.5007498076437444,0.12973159273942186,0.3787622298925122,6.121864684842578,-2.5326941021238167,0.7691489361702127
C01Q1,1,1,0.05,-0.623060748727011,-0.1382405435598686,0.7974411792192804,-0.7955491545522275,0.10501460769802407,1.0308025152869789,-0.006965457815561571,-0.23085106382978723
C01Q1,1,1,0.05,-0.041316985681135905,1.2571356625773324,-0.6830539961343621,0.2590436856791472,-1.4854809288326685,-25.58360465489725,-0.8279460098853915,0.7691489361702127
C01Q1,1,1,0.05,-0.46669060050596967,0.2269684548752024,1.0444236466054397,0.09201857752036725,-0.31659689719443485,-6.517008824242382,-0.23010900912977128,-0.23085106382978723
C01Q1,1,1,0.05,0.8022770683798335,-0.7149364187781401,1.8857672996007218,-0.34232292737134734,-0.3372762393896416,-6.878070117118,0.8516961612219576,-0.23085106382978723
C01Q1,1,1,0.05,1.508289302471681,0.03725592090275606,0.44571738900933233,-1.201251671725594,-0.014558328875788007,-1.1459424849126663,0.141454547302712,-0.23085106382978723
C01Q1,1,1,0.05,-0.3620816608407628,0.9112094687368534,0.7585108412378626,2.0902944481225307,0.3046616873949137,4.728974853967202,0.30051924193239943,-0.23085106382978723
C01Q1,1,1,0.05,-0.10522464190348342,-0.34829533905046317,-0.18296002019323632,-0.11304949974019333,-0.3285734217343812,-6.726223159562977,-0.3354695247875976,-0.23085106382978723
C01Q1,1,1,0.05,-0.8628187501729399,-1.3863162547971106,-0.13055634018909693,-0.9399028161647142,1.005121128830364,18.334457313102845,0.6659790154268643,-0.23085106382978723
C01Q1,1,1,0.05,0.6604320403167225,1.8113698357180419,0.45683943855375453,-0.9952330609507145,1.1172086040361169,20.602682082043643,0.30051924193239943,-0.23085106382978723
C01Q1,1,1,0.05,1.0010196983990278,0.17415037784399767,-0.4121387887455672,-1.3903947687966447,-0.5748240612252538,-10.96431353498717,0.2398946201159644,-0.23085106382978723
C01Q1,1,1,0.05,0.3366832367457252,1.8296325447178927,-1.5871188452465455,-0.1466663162741204,1.536672368469473,29.31400195620452,0.03225525533772,-0.23085106382978723
C01Q1,1,1,0.05,0.7618100726426037,-1.292739439655862,0.7790025761225023,-0.5215324637746148,-0.17752781921904592,-4.066646804250809,0.2706662787827181,-0.23085106382978723
C01Q1,1,1,0.05,0.8069747345298429,-0.08566095166289808,0.9322574708031333,-0.5696613450912849,0.09430825391939912,0.8347349714267693,-0.7409346328957618,0.7691489361702127
C01Q1,1,1,0.05,-0.882952819867132,0.2397607427032956,-2.043191250354966,-1.7534181591734808,-1.6687015675130095,-28.324528534845456,-1.279931133628449,0.7691489361702127
C01Q1,1,1,0.05,0.39023264314045125,-0.5568370991849044,-1.7010713583947783,1.0274936546475768,-0.39781317041180486,-7.930128284863528,-0.7409346328957618,0.7691489361702127
C01Q1,1,1,0.05,0.8585286351592031,0.5434832592683346,-0.1560234060385382,2.02119024830021,0.3152272193707901,4.9269070046996575,0.141454547302712,-0.23085106382978723
C01Q1,1,1,0.05,1.6150831833630943,-0.2140251579540178,1.0821001764356324,0.19017203379009967,1.3914582219386258,26.258405497144054,0.141454547302712,-0.23085106382978723
C01Q1,1,1,0.05,-1.5110027828417998,-1.2473764261258196,1.1503896742544362,-0.039730715590634014,0.20783853860869783,2.9255108368506626,0.8850325814895492,-0.23085106382978723
C03Q1,3,1,0.05,0.0017025979083230749,0.02764769861875001,1.045121842074397,0.2359579784581419,0.053891131921583124,0.0966346010653325,0.141454547302712,-0.23085106382978723
