market_ids,clustering_ids,firm_ids,region,jp,eu,q,households,shares,prices,hpwt,wt,space,air,mpd,mpg,fwd,mi,sw,su,pv,pgnp,trend,trend2,demand_instruments0,demand_instruments1,demand_instruments2,demand_instruments3,demand_instruments4,demand_instruments5,demand_instruments6,demand_instruments7,demand_instruments8,demand_instruments9,demand_instruments10,demand_instruments11,demand_instruments12,demand_instruments13,demand_instruments14,demand_instruments15,demand_instruments16,demand_instruments17,demand_instruments18,demand_instruments19,demand_instruments20,demand_instruments21,supply_instruments0,supply_instruments1,supply_instruments2,supply_instruments3,supply_instruments4,supply_instruments5,supply_instruments6,supply_instruments7,supply_instruments8,supply_instruments9,supply_instruments10,supply_instruments11,supply_instruments12,supply_instruments13,supply_instruments14,supply_instruments15
1981,1,7,EU,0,1,18.647,83527,0.0002232451782058,10.3795379537954,0.3485633537447009,2.123,0.6368283,0,1.71509433962264,2.6,1,0,0,0,0,1.7743644067796702,0,0,9.0,3.026080732084799,0.0,14.64426705370102,4.0,0.0,1.0,0.0,0.0,15.969279661017032,0.0,144.0,30.0,208.97764876632803,0.0,27.0,4.0,4.0,0.0,0.0,1.0,0.0,9.0,7.967096713239913,0.0,4.0,0.0,0.0,9.0,0.0,0.0,144.0,-151.6824606672819,108.72427843214392,30.0,32.0,32.0,460.41973067371265
1981,2,7,EU,0,1,17.611,83527,0.0002108420031845,13.1408140814081,0.4954268292682927,2.624,0.72751,0,1.2533381712627,1.9,1,0,0,0,0,1.7743644067796702,0,0,9.0,2.879217256561207,0.0,15.10602322206096,4.0,0.0,1.0,0.0,0.0,15.969279661017032,0.0,144.0,30.0,208.97764876632803,0.0,27.0,4.0,4.0,0.0,0.0,1.0,0.0,9.0,8.280754272094955,0.0,4.0,0.0,0.0,9.0,0.0,0.0,144.0,-151.6824606672819,108.72427843214392,30.0,32.0,32.0,460.4197306737127
1981,2,7,EU,0,1,6.139,83527,7.34971925245729e-05,19.7469746974697,0.29024637192035097,2.963,0.72751,0,1.78105950653121,2.7,1,0,0,0,0,1.7743644067796702,0,0,9.0,3.0843977139091487,0.0,14.578301886792449,4.0,0.0,1.0,0.0,0.0,15.969279661017032,0.0,144.0,30.0,208.97764876632803,0.0,27.0,4.0,4.0,0.0,0.0,1.0,0.0,9.0,7.9293563852570665,0.0,4.0,0.0,0.0,9.0,0.0,0.0,144.0,-151.6824606672819,108.72427843214392,30.0,32.0,32.0,460.4197306737127
1981,3,7,EU,0,1,2.553,83527,3.05649670166533e-05,13.0858085808581,0.4035512510088781,2.478,0.6368283,0,1.38526850507983,2.1,0,0,0,0,0,1.7743644067796702,0,0,9.0,2.971092834820622,0.0,14.97409288824383,5.0,0.0,1.0,0.0,0.0,15.969279661017032,0.0,144.0,30.0,208.97764876632803,0.0,27.0,4.0,4.0,0.0,0.0,1.0,0.0,9.0,8.180670813537972,0.0,5.0,0.0,0.0,9.0,0.0,0.0,144.0,-151.68246066728193,108.72427843214392,30.0,32.0,32.0,460.41973067371265
1981,4,15,US,0,0,43.198,83527,0.0005171740874208,6.66006600660066,0.32870708546384225,2.738,0.6738255,0,1.51719883889695,2.3,0,0,0,0,0,1.7743644067796702,0,0,4.0,1.4378345234827932,0.0,5.277213352685051,2.0,0.0,2.0,0.0,0.0,7.097457627118681,0.0,149.0,30.0,218.5425979680697,0.0,26.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,2.758470781452288,0.0,2.0,0.0,0.0,0.0,0.0,0.0,149.0,-157.64724644761478,114.05550668602388,30.0,35.0,42.0,467.8061857890545
1981,5,15,US,0,0,15.005,83527,0.0001796425108048,6.98019801980198,0.42401628222523746,2.948,0.677766,0,1.2533381712627,1.9,0,0,1,0,0,1.7743644067796702,0,0,4.0,1.3425253267213981,0.0,5.5410740203193,2.0,0.0,1.0,0.0,0.0,7.097457627118681,0.0,149.0,30.0,218.54259796806969,0.0,26.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,2.949526018214997,0.0,2.0,0.0,0.0,0.0,0.0,0.0,149.0,-157.64724644761478,114.05550668602388,30.0,35.0,42.0,467.8061857890545
1981,6,15,US,0,0,24.185,83527,0.0002895470925568,7.66336633663366,0.33704078193461406,2.967,0.670505,0,1.2533381712627,1.9,1,0,0,0,0,1.7743644067796702,0,0,4.0,1.4295008270120215,0.0,5.5410740203193,1.0,0.0,2.0,0.0,0.0,7.097457627118681,0.0,149.0,30.0,218.54259796806969,0.0,26.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,2.949526018214997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,149.0,-157.64724644761478,114.05550668602388,30.0,35.0,42.0,467.8061857890545
1981,7,15,US,0,0,17.225,83527,0.0002062207429932,8.94169416941694,0.3675389591296678,3.401,0.71852,0,1.2533381712627,1.9,1,0,1,0,0,1.7743644067796702,0,0,4.0,1.3990026498169676,0.0,5.5410740203193,1.0,0.0,1.0,0.0,0.0,7.097457627118681,0.0,149.0,30.0,218.54259796806969,0.0,26.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,2.949526018214997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,149.0,-157.64724644761478,114.05550668602388,30.0,35.0,42.0,467.8061857890545
1981,8,15,US,0,0,33.504,83527,0.0004011158068648,5.84158415841584,0.30923850019327404,2.587,0.6204384000000001,0,1.51719883889695,2.3,0,0,0,0,0,1.7743644067796702,0,0,4.0,1.4573031087533614,0.0,5.277213352685051,2.0,0.0,2.0,0.0,0.0,7.097457627118681,0.0,149.0,30.0,218.5425979680697,0.0,26.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,2.758470781452288,0.0,2.0,0.0,0.0,0.0,0.0,0.0,149.0,-157.64724644761478,114.05550668602388,30.0,35.0,42.0,467.8061857890545
1981,9,20,EU,0,1,0.606,83527,7.25513905683192e-06,18.6831683168317,0.5455189514700673,2.823,0.5810112,0,1.12140783744557,1.7,0,0,0,0,0,1.7743644067796702,0,0,1.0,0.5062794348508635,0.0,1.3193033381712598,0.0,0.0,0.0,0.0,0.0,1.7743644067796702,0.0,152.0,30.0,222.89629898403487,0.0,28.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,0.6931471805599453,0.0,0.0,0.0,0.0,1.0,0.0,0.0,152.0,-161.5932536115072,116.42311115878915,30.0,37.0,40.0,483.8014536204308
1981,10,20,EU,0,1,1.688,83527,2.02090342045087e-05,16.3861386138614,0.5062794348508635,2.548,0.536068,0,1.31930333817126,2.0,0,0,0,0,0,1.7743644067796702,0,0,1.0,0.5455189514700673,0.0,1.1214078374455698,0.0,0.0,0.0,0.0,0.0,1.7743644067796702,0.0,152.0,30.0,222.89629898403487,0.0,28.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,0.5306282510621704,0.0,0.0,0.0,0.0,1.0,0.0,0.0,152.0,-161.5932536115072,116.42311115878915,30.0,37.0,40.0,483.8014536204308
